aid,sub,本科学校档次,本科专业,本科成绩和算法、排名,其他说明,研究生专业,研究生成绩和算法、排名,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
2151212,,双非,对外汉语,83.67,,,,,,,,,,,,,,,,,,,,,,
2151207,,211,财政学,83/100,数学 建模 国赛 二等 美赛 国家级 大学生 创新 创业 训练 计划 两段 校级 科研课题 三段 实践 调研 活动 国际 中国 学生 分部 年 经历 做到 三段 金融 + 政府 机关 实习,,,,,,,,,103,28,29,22,24,,,,,700,51,32,
2151193,,Harvard University,Applied Math,,,,,,,,,,,,,,,,337,167,170,5.5,,,,
2151208,,安徽大学,信息与计算科学,80/100,,,,,6,6,5.5,5.5,6,,,,,,,,,,,,,
2151223,,,BA,3.7,,,,,,,,,,,,,,,,,,,,,,
2151218,,湖南大学,生物医学工程,91.27（1/44）,专业课 绩点 高 大概 左右 匹配 度 也 可以 本 科学 的 课程 以 生物 相关 为主 计算 过 大概 相差 只 算了 他们 本科 的 必修课 提交 了 相关 课程 的 证书 作为 补充 材料 主要 是 计算机领域 的 年 国奖 段 科研 经历 均 为 本校 项目 无 实习 海外 交流 论文 专利 推荐信 是 导师 和 副 院长 都 是 自己 写 的 申 的 个 专业 都 申 了 中 了,,,,7.5,8.5,8,6.5,6.5,,,,,,326,157,169,4,,,,
2151216,,上海大学,电气,3.53/4.0,,,,,,,,,,102,28,27,24,23,324,154,170,4,,,,
2151233,,211 & 985,法学,3.7/4.0,,,,,8,9,8.5,8,7,,,,,,327,161,166,3.5,,,,
2151266,,211 & 985,Energy Economics,3.5,顺便 申 的 月 号 交留 位费 肯定 不会 去 了,,,,,,,,,,,,,,,,,,,,,
2151246,,SIVA,Interior design and landscape design,,,,,,,,,,,,,,,,,,,,,,,
2151228,,,,,,,,,,,,,,,,,,,,,,,,,,
2151269,,华南师范大学,汉语言文学,3.29,一段 小学 实习 经历 + 几份 家教 两段 义教 经历 一个 大创 项目,,,,6,6,6,6,5.5,,,,,,,,,,,,,
2151250,,清华/北大/中科大,数学、ccer双学位,数学6/82、经双Top3,无 任何 海外 经历 一篇 质量 应该 是 相当 高 的   丘赛 团体 金奖 国内 老师 三封 推荐信 和 有 附加 一封 的 推荐信,,,,,,,,,111,30,28,26,27,333,163,170,3.5,,,,
2151237,,双非,建筑学,3.74/4 (wes),次 实习 大学 每年 都 有 奖学金 次 国家级 竞赛 优秀奖,,,,,,,,,,,,,,,,,,,,,
2151277,,利物浦大学,数学,3.7,,Quantity Economics,3.91,Yeshiva,7,7.5,6.5,6.5,6.5,,,,,,322,154,168,3.5,,,,
2151274,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,英语 会计辅修,,,East Asian Studies,,藤校,,,,,,,,,,,,,,,,,,
2151280,,双非,生物工程,85， 3/80,,,,,,,,,,99,28,25,23,23,,,,,,,,
2151278,,清华/北大/中科大,中文,,本科 和 研究生 绩点 用 东大 的 算法 算 都 是 满绩 本科 期间 有 一些 校级 奖学金 参加 过 一些 短期 的 国际交流 项目 包括 京都大学 研究生 期间 和 工学院 的 同学 一起 参加 美国 工科 方面 的 一项 的 比赛 获奖 并 在 学术年会 上 做 了   在 自己 学院 和 工学院 都 做 过 一段时间 的 一份 - 的 实习,社会学,,藤校,,,,,,107,30,29,23,25,326,162,164,3.5,,,,
2151283,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,应用化学,3.0,国企 市场部 工作 三年 无奖 无 科研 六级 申请 月 号 申请,,,,6,6.5,6,5.5,6.5,,,,,,,,,,,,,
2151281,,双非,生物工程,85， 3/80,,,,,,,,,,99,28,25,23,23,,,,,,,,
2151286,,THU,建筑,3.87  6%,          两次 国奖 其余 各种 设计 的 小 名次 不是 建筑,建筑（城市设计）,3.5  10%,THU,,,,,,113,29,29,27,28,332,162,170,4,,,,
2151296,,211,法学,3.48 五分制 排名30%左右,,,,,6,6,6,6,5.5,,,,,,,,,,,,,
2151302,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,广告学,GPA3.85，WES3.66,两年 - 段 实习 经历 好几个 是 创业 公司 新 媒体 运营 文案 视频 方向 有 一份 广告公司 文案 岗 一份 互联网 公司 市场 岗 一份 传统媒体 翻译 岗 一个 小 无 参赛 经历 或 学术论文 但 有 视频 和 设计 为主 的 作品集,,,,,,,,,111,30,29,24,28,322,154,168,4,,,,
2151300,,985 （国内排名大概第10的大学）,,"3.73/4.0, 1/17",无 论文 无牛 推段 实验室 经历 两个 实验室 主要 和 自己 联系 到 很 缺 学生 的 老师 有关,,,,,,,,,101,30,23,23,25,322,155,167,3,,,,
2151305,,211 & 985,主修英语，辅修法学,LSAC (AA),,,,,,,,,,109,30,28,23,28,,,,,,,,
2151304,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,历史系,4.41/5,之前 有 稍微 套词 本硕 各 一个 实习 一篇 文章 感觉 写 得 挺 水 拿 硕士 毕业 开题 报告 改 的 … … 推荐信 推荐人 自我感觉 比较 有 分量,,,双非,7,7.5,8.5,5.5,6.5,,,,,,,,,,,,,
2151307,,,建筑,,,,,,,,,,,,,,,,,,,,,,,
2151310,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,广播电视编导,3.70(All) 3.88（Major),两份 国际 大 公司 实习 一份 电视台 实习 无水 交流 一个月 三份 推荐信 来自 老板 系主任 传媒 学院 的 教授 校内 文艺 组织 音乐节 导演,,,,,,,,,107,30,27,24,26,,,,,,,,
2151316,,双非,通信工程,8.45/1,,,,,6.5,7.5,6,6,5.5,,,,,,,,,,,,,
2151327,,同济大学,Architecture,,,,,,,,,,,102,28,27,22,25,317,147,170,3,,,,
2151322,,211 & 985,建筑学,3.6/4.0 (Rank 1),建筑 的 奖 四舍五入 等于 没有 其它 的 小奖 有 一些 大学生 英语 竞赛 奖学金 啥 的 实习 只有 北京 某 国企 大院 科研 有 一段 暑研 一段 本校 和 合作 的 科研 推荐信 一封 的 老板 一封 学校 导师 一封 设计院 老板,,,,,,,,,107,29,27,26,25,323,153,170,3,,,,
2151330,,211,经济学,3.49/4,无 发表 论文,经济学,3.51/4.5,211,,,,,,,,,,,,,,,,,,
2151323,,美本top50荣誉学院,国际政治/经济,,,,,,,,,,,,,,,,,,,,,,,
2151332,,211,生物信息学,3.31/4,,,,,7,7,8.5,6,6,,,,,,321,151,170,3.5,,,,
2151349,,双非,水利水电工程,3.3/5.0,,,,,7,8,7,6,6.5,,,,,,,,,,,,,
2151324,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济,,海外 交流 国外 教授 推荐信,,,,,,,,,,,,,,,,,,,,,
2151345,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,,,,,,,,,,,,,,,,,,,
2151335,,211,法学,S,,,,211,,,,,,106,30,26,22,28,,,,,,,,
2151354,,,,,,,,,,,,,,,,,,,,,,,,,,
2151360,,,,,兩段 有,,,,,,,,,,,,,,,,,,,,,
2151376,,211 & 985,环境设计,,,,,,,,,,,,,,,,,,,,,,,
2151391,,双非,,3.3,奖学金 实习 经验,,,,,,,,,,,,,,,,,,,,,
2151405,,211 & 985,journalism,84.5/100,国家级 的 奖 + 国家级 奖学金 + 央媒个 月 + 交换 学期,,,,7,7,7.5,6.5,6,,,,,,,,,,,,,
2151417,,海本,,,三个 实习,,,,,,,,,109,30,29,23,27,327,160,167,4.0,,,,
2151409,,211 & 985,软件工程,85/100,       ,Computer Science,3.46/4.00,University of Southern California,,,,,,,,,,,313,145,168,3,,,,
2151355,,双非,广告学,不知,美本 两年 绩点 +   学位 国企 实习 不水 推荐信 一封 国内 教授 一封 美国 教授,,,,6,6.5,6.5,5,6,,,,,,,,,,,,,
2151418,,Lancaster University,Finance,,,,,,,,,,,,,,,,,,,,,,,
2151407,,双非,,3.6/4,,,,,,,,,,,,,,,,,,,,,,
2151428,,university of toronto,stats&eco;,3.76/4.0,,,,,,,,,,,,,,,,,,,,,,
2151419,,211 & 985,劳动与社会保障,87.79/100,论文 创新 创业 蛮多 中大 的 凉 了,,,,6.5,6,7,5.5,8,,,,,,,,,,,,,
2151432,,211 & 985,建筑学,85.76/100,无 竞赛 无牛 推水 实习,,,,,,,,,103,29,24,23,27,316,148,168,3.5,,,,
2151434,,211 & 985,材料科学与工程,3.2,可能 论文 多一点 有点 优势 加上 二作 十篇 其他 没有 什么 优势 了,材料工程,2.7,中科院,6.5,8.5,7,5,5.5,,,,,,,,,,,,,
2151421,,双非,机械电子工程,3.207,一篇 一作 一篇 二作 无牛 推 硕士 获国奖 美 访问学者 半年,机械工程,3.664,双非,,,,,,91,23,25,20,23,312.5,146,164,2.5,,,,
2151437,,211,英语,均分 89分,,,,,,,,,,111,30,29,24,28,324,160,164,4,,,,
2151438,,中国人民大学,管理学/经济学双学位,3.6wes,,,,,,,,,,,,,,,320,151,169,3.5,,,,
2151424,,211 & 985,国际经济与贸易,GPA：3.5/4,,,,,,,,,,87,28,21,17,21,,,,,,,,
2151445,,双非,日语,3.66/4.0,月 下旬 申请 年前 收到 推研 今天 收到 正式 段 和 媒体 相关 的 短 实习 国外 志愿者 经历 和 校内外 采访 调研 经历,,,,7,6.5,8,7,6,,,,,,,,,,,,,
2151448,,211 & 985,微机电系统工程,84.11/100,有 科研 经历 无 论文   有 美国 名不见经传 学校 交流 一年   美国 老师 推荐信 一封   无 实习,,,,,,,,,106,28,30,23,25,,,,,,,,
2151456,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,法学,4.31/5.00,,,,,,,,,,,,,,,,,,,,,,
2151471,,双非,外国语言文学,,,,,,6,7,6,5.5,6,,,,,,,,,,,,,
2151477,,211 & 985,行政管理,3.19/4,,,,,7,8.5,8.5,6.0,5.5,,,,,,,,,,,,,
2151487,,211,地理科学（师范类）,85分（100分制）,,,,,,,,,,105,28,30,22,25,,,,,,,,
2151489,,211 & 985,,,三篇 核心 科研 若干 一年 海外 交流 拿 了 个 两个 水奖,,,211 & 985,7,7,8.5,6,6,,,,,,,,,,,,,
2151482,,211 & 985,电气工程及其自动化,4.03/5 79.94/100,四个 实习 没有 奖学金 经历 一个 水 的 实验室 经历 一个 大 挑 三等奖 但 做 的 还是 社科 项目,,,,,,,,,,,,,,,,,,,,,
2151485,,211 & 985,车辆工程（汽车）,"4.75/5.0, 92.5%, 9/197",五年制 大四 小 方向 汽车 产品 管理 复旦 跨校 辅修 金融 绩点 博世 暑期 实习 汽车 后 市场 的 项目 获 博世 奖学金 大五下 在 德国 卡尔斯鲁厄 理工学院 交换 一 学期 获 巴符州 奖学金 一位 推荐信 老师 与 东京大学 工学院 有 交集 至于 发没 发挥作用 未知 录取 邮件 中 提到 已为 我 申请 了 奖学金 正 进行 筛选 程序 我 在 这 就 写 是 了 哈哈 希望 能 得到 好 结果,,,,,,,,,101,29,24,22,26,324,154,170,3.5,,,,
2151499,,双非,土木工程,3.4/4.5（100按绩点4.5算...）  Ranking 22/155,无 论文 无 建筑设计 类 竞赛 无 实习 无牛 推好 吧 有 一封 是 找 了 一位 建筑 专业 比较 厉害 的 老师 写 的 其他 两位 老师 是 本 专业 的 老师 有 两个 市级 的 三等奖,,,,,,,,,96,25,26,20,25,312,150,162,3,,,,
2151497,,双非,公共管理,3.4/5,,,,,,,,,,,,,,,,,,,,,,
2151500,,University of York,政治，经济和哲学（PPE）,,,Philosophy of the socical sciences,,London School of Economics and Political Science,,,,,,,,,,,,,,,,,,
2151504,,211 & 985,建筑学,3.9/4,,,,,,,,,,105,30,29,23,23,307,143,164,3.0,,,,
2151495,,浙江工业大学,法学,86,,,,,7,8.5,7.5,6,6,,,,,,,,,,,,,
2151512,,双非,自动化,85.2,水 实习 水 科研,,,,7,6.5,7,7.5,6.5,,,,,,,,,,,,,
2151510,,双非,电子信息科学技术,3.22/4.0,水 论文 水 项目 年 专利 所 工作 经验   +     先 报 这些 拿 完 之后 再 仔细 写 背景 过程     等等 求 另外 学校 的,法律硕士,87.54/100,211,,,,,,107,29,30,22,26,,,,,,,,
2151514,,,,,,,,,,,,,,,,,,,,,,,,,,
2151517,,双非,金融学,3.86,研究 经历 较 丰富 国际 会议 两次 论文 一作 一篇 和 别人 合写 过 一 本书 的 一个 章节 在 澳大利亚 的 国立 学校 参加 了 新书 发布,,,,,,,,,92,25,24,19,24,315,150,165,2.5,,,,
2151508,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,信息与计算科学,3.47/4,做过 大创 无 结果 参加 过 暑期社会 实践 内容 为 质量 调研员 参加 过较 少 的 社团 与 组织,,,,7,7.5,8,5.5,6,,,,,,,,,,,,,
2151516,,双非,电子信息工程,3.67/4,一篇 一作 一篇 会议 一作,无线电物理,89/100,211 & 985,,,,,,87,28,21,19,19,,,,,,,,
2151523,,双非,金融学,3.86,,,,,,,,,,92,25,24,19,24,315,150,165,2.5,,,,
2151522,,211 & 985,法学,S,小 本 四段 实习 含红圈 所 高院 和 国际 组织 国内 竞赛 课题,,,,,,,,,111,29,27,27,28,,,,,,,,
2151527,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,建筑学,3.0/4.0,无 奖学金 一篇 英文 会议 论文 不过 会 是 办 的   合作 的 教授 比较 好 也 直接 给 我 做 了 三个 研究 项目 基本上 同一个 领域 作品集 也 有 项目 关联 并且 是 中英 合作 办学 英国 过来 之后 做 了 一个       放进去 了 相应 地 推荐信 基本上 也 都 是 英美 的 老师,,,,7.5,8.5,7.5,6.5,7.5,,,,,,323,155,168,3.0,,,,
2151526,,211 & 985,数学与应用数学,3.5/4,论文 无 奖学金 一年 三奖   美赛   两个 小 实习 相关     一个 水 科研 提交 申请 的 时间 港大 和 港科 都 是 月 中 后旬 完成 提交 及 推荐信 港中 深是 月初 担心 没补申 了 港科 的   和   港中 深 的 但是 后边 的 都 不管 啦,,,,6.5,8.5,6.5,6,5.5,,,,,,,,,,,,,
2151531,,双非,金融学,73/100,,,,,,,,,,,,,,,,,,,,,,
2151553,,双非,,,,,,,,,,,,,,,,,,,,,,,,
2151550,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济+法学,3.5   大三成绩比较高，大一大二惨不忍睹....教训教训,二等 奖学金,,,,,,,,,,,,,,330,160,170,3,,,,
2151536,,双非,金融学,73/100,,,,,,,,,,,,,,,,,,,,,,
2151538,,Yonsei University,International Studies & Economics (双专业）,89/100,本来 申请   但是 半路 放飞 自我 申请 准备 比较 晚 所以 没 来得及 准备   就 只 申请 了 香港大学 和 港 中文           - 比较 多 课外活动   学生会 主席 曲棍球 运动员 等等 之类           - 法律 相关 实习 的话 在   的 一个 人权法 研究 机构 工作 过           - 其他 有 在 国际 关系 相关 的 智库 还有 咨询 公司 等 实习 过 没错 巨渣 感恩 李光耀 政策 学院 还 能 要 我 所以 大家 要 提早 准备 并且 心态 放松 我 这么 渣 也 能 要 我 还 在 等   以及 美国 几个   的 项目 比较 想 去 天气 暖和 好吃 的 多 的 香港 希望 同 香港 的 胖友门 多 交流 呀 ～ 也 欢迎 打算 申请 的 同学 随时 问 我 一定 知无不言  ,,,,,,,,,111,28,29,26,28,312,149,163,3.5,,,,
2151529,,211 & 985,城市规划,3.1,,,,,7,7,8,5.5,6.5,,,,,,,,,,,,,
2151565,,uiuc,Landscape Architecture,3.66,,,,,,,,,,,,,,,315,153,162,3,,,,
2151566,,双非,1,,在 美 工作 三年 无 论文,TESOL & Teaching Chinese as a Foreign La,4.0/4.0,NEW YORK UNIVERSITY,,,,,,,,,,,326,162,164,4.5,,,,
2151574,,双非,汉语言文学,3.47/4,,Curriculum and Instruction,3.93/4,University of Virginia,,,,,,111,30,30,26,25,329,160,169,4,,,,
2151577,,双非,法学,3.6/4.0,三段 实习 一个 交换 一些 志愿者 经历 准备 了 四封 推荐信 能 递交 四封 推荐信 的 都 递交 了 四封 我 申请 的 学校 里 大多数 都 可以 递交 四封 推荐信 只有 两三个 只要 三封 推荐信,,,,,,,,,,,,,,,,,,,,,
2151569,,,,,,,,,,,,,,107,30,29,25,23,,,,,,,,
2151568,,,,,,,,,,,,,,,,,,,320,155,165,3.5,,,,
2151578,,985,法律,90+/100,,,,,,,,,,106,24,30,24,28,,,,,,,,
2151559,,双非,法学,5%,央企 工作 五年 负责 市场 经营 拓展 法律 风控 管理 年 总部 北京 法律 部年 海外 工作 经验 部门 负责人 给 奖 的 几个 学校 都 是 给 了 工作 党 的 奖 希望 以后 能 留在 美国 工作 申请 的 硬伤 是 托福 目前 没定 去 哪个 学校 继续 等 如果 有 一样 想 留在 美国 的 请 私信 我 未来 抱团 求职 喔,,,,,,,,,,,,,,,,,,,,,
2151582,,双非,材料科学与工程,3.31   50%,,,,,,,,,,95,22,26,22,25,317,149,168,3,,,,
2151580,,985,法律,90+/100,,,,,,,,,,106,24,30,24,28,,,,,,,,
2151590,,双非,土木工程,3.68/4,,,,,7,8.5,7,6,6,,,,,,,,,,,,,
2151592,,,,,,,,,,,,,,,,,,,327,,,4.5,,,,
2151584,3,北京林业大学,城市林业,3.5+/4,,,,,,,,,,,,,,,,,,,,,,
2151597,,211 & 985,景观学,3.99/5.0,,,,,,,,,,102,28,27,22,25,318,151,167,3.0,,,,
2151587,,江苏师范大学,资源环境与城乡规划管理,Grade: 88/100; Ranking: 2/65,"目前 在读   期间 无 任何 论文 发表 也 没有 什么 特别 突出 的 奖项 从 年 开始 陆续 参加 了 一些 研究生 区域 "" 国际 "" 的 会议 应该 算加分 吧 由于 研究 领域 比较 明确 申请 的 目标 十分 精确 就 两所 申请 前 都 联系 了 与 其中 一位 还 有幸 在 会议 上 碰面 作 过 中文 两年 导师 一年",Comparative History,3.75/4,Central European University,,,,,,105,28,27,24,26,163,160,165,3.5,,,,
2151585,,211,新聞,,我 之前 有 在 論壇 上 提到 我 的 背景,,,双非,,,,,,,,,,,,,,,,,,
2151594,,清华/北大/中科大,,3.94,比较 擅长 编程,建筑学,3.5,,7.5,8.5,8.5,6.5,6.5,108,29,30,23,26,335,165,170,3.5,,,,
2151599,,哈尔滨工业大学,机械设计制造及其自动化,3.54 29/154,无 论文,,,,,,,,,102,27,24,24,27,321,154,167,3,,,,
2151615,,双非,食品卫生与营养,3.17/4,,,,,,,,,,85,21,23,20,21,303,147,156,3.5,,,,
2151610,,西北工业大学,软件工程,80,一篇 水二作 几个 水 竞赛 一个 院 奖学金 两年 工作 经验,,,,,,,,,96,26,24,22,24,,,,,,,,
2151604,,双非,Architecture,,,,,,,,,,,,,,,,318,153,165,4.5,,,,
2151601,,老八校,风景园林,3.1/4,无 论文 牛 推 两个 普通 实习 经历,,,,,,,,,,,,,,,,,,,,,
2151624,,双非,汉语言文学,3.63/4,欧洲 交换 年份 科研 实习 较水 无 论文 发表 段 教育 科技 实习 某 上市公司 游戏 化 设计 某 初创 公司 创客 教育 时间 较 短 每份 实习 - 个 月 不 等 某 教育 创新 项目 创始人,,,,,,,,,109,30,29,24,26,329,161,168,4.5,,,,
2151619,,211,法学,3.78/4,三份 实习 一份 红圈 所 两份 小所 实习 三封 推荐信 一封 合伙人 两份 学校 教授 其中 两个 外国人 无 论文 两年 校一奖,,,,,,,,,108,29,26,26,27,,,,,,,,
2151645,,,digital media,3.72,,,,,,,,,,,,,,,,,,,,,,
2151627,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,环境规划与管理,85,中文 核心 一作 三段 科研 经历 其中 一个 横向 项目 负责人 之一 大一太浪 了 才 后面 也 只能 弥补 到 这个 程度 了 好 在   有 而且 一直 在 上升 感谢,,,,,,,,,99,29,27,22,21,319,149,170,3,,,,
2151626,,双非,英语,均分87.9  3/63,,,,,7.5,9,8.5,6,7,,,,,,,,,,,,,
2151639,,211,过程装备与控制工程,,,,,211,,,,,,,,,,,,,,,,,,
2151716,,,,,,,,,,,,,,,,,,,,,,,,,,
2151702,,双非,英语教育（师范生）,3.2 （wes3.3）,海外 教育 见习 + 交流 无 论文   交 的 是 一篇 文学类 一个 大创 有关 教育 科技类 的 调研 推荐信 三封 一个 系主任 一个 听说 老师 一个 海外 交流 时 的 非 牛 有 国内 高中 教资 和 各种 教书 实习 经历,,,,,,,,,105,29,27,24,25,330,160,170,4,,,,
2151721,,双非,建筑学,3.8/5 2/146,,,,,,,,,,102,28,26,22,26,319,153,166,3.5,,,,
2151649,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,生物技术,3.0/4.0,见 下,,,,,,,,,106,30,29,24,23,316,148,168,3.5,,,,
2151719,,211 & 985,计算机科学,17/118,,计算机科学,,211 & 985,7,8,7.5,5.5,6,,,,,,,,,,,,,
2151725,,,,,,,,,,,,,,110,28,28,26,28,320,153,167,4,,,,
2151732,,双非,生物技术,wes鉴定为3.08,,,,,,,,,,,,,,,319,152,167,3,,,,
2151730,,,211,84.95,,,,,6.5,7.5,5.5,5.5,6.5,,,,,,,,,,,,,
2151734,,新八校？,建筑学,3.07/后两年3.75,  有 同学 提醒 我 多 更新 下 信息 昨天 太 激动 没说 清楚 怕 误导 别人 也 拿 低分 申请   是 申请 伯克利 和 的 是 用 但是 口语 申请 的   本科 参加 了 个 竞赛 中 了 个 其中 有 分量 的 是 两个 国际 竞赛 一个 是 里 伯斯金 的 评委 一个 是 德默拉 的 评委 个 类似 绿建 这种 国内 老师 要求 参加 的 奖 的 旅行 奖 今年 唯一 的 本科生 段 实习 本 自己 唯一 作者 出版 的 书 年 中 就 印好 了   本 合作 署名 的 书段 教学 经历 个 合作 展品 的 威尼斯 双年展 策展 助手   的 威尼斯 国家 馆 凤凰卫视 还有 个 专访,,,,,,,,,88,23,22,22,21,,,,,,,,
2151736,,复旦大学,,3.36/4.0   major GPA：3.56,推荐信 本校 两位 老师 + 实习 的 学校 老师 有 一个 是 哥大 的 访问学者 还有 一个 是 某 研究 中心 主任 不算 很 牛 的 推 吧 不过 两位 老师 的 推荐信 都 写 的 挺 好 的 没有 正式 发表 的 论文 有 一篇 论文 但 无   的 经历 都 是 课堂 上 的 没有 跟着 老师 的 研究 实习 是 券商 行研 + 券商 投行 + 世界 强 实习 一个 目前 有 一个 新 实习 在 新 财富,,,,,,,,,,,,,,327,158,169,4.0,,,,
2151770,,985,农林经济管理,3.86/4  2/31,两段 较水 科研 台湾 交换,,,,,,,,,,,,,,,,,,,,,
2151786,,澳门科技大学,BBA Finance,3.62,两段 金融机构 水 实习 一段 水 研究 一篇 水 推荐人 是 带 我 做 研究 的 老师 和 一个 教过 我 三门 课 的 老师     华威 大学         夏校 在 学校 的 社团 学生会 什么 的 活动 经历 比较 多拉 过 比较 大额 的 赞助 还有 自己 的 公众 号,,,,6.5,7.5,6,5.5,6,,,,,,309,166,143,2.5,,,,
