,aid,sub,本科学校档次,本科专业,本科4.0绩点,本科4.3绩点,本科5.0绩点,本科均分,本科原始成绩,其他说明,研究生专业,研究生4.0绩点,研究生4.3绩点,研究生5.0绩点,研究生均分,研究生原始成绩,研究生学校档次,IELTS_Overall,IELTS_R,IELTS_L,IELTS_S,IELTS_W,TOEFL_Overall,TOEFL_R,TOEFL_L,TOEFL_S,TOEFL_W,GRE_Overall,GRE_V,GRE_Q,GRE_AW,GMAT_Overall,GMAT_Q,GMAT_V,LSAT
11519,2144972,,211 & 985,汉语言文学,3.5,3.37,3.5,85.0,3.5/4,三段 实习   电视台   报社 和 新华社 校内 几个 小 奖   当 过 杂志社 编辑   做过 一个 省级 传媒 类 课题组 长   建立 过 团队 的 微信 公众 号   还有 参与 过 一个 校级 社科类 项目 有 院级 和 校级 的 学生会 社团 经历   办过 校级 和 省级 各种 活动,,,,,,,,7,8.5,6.5,6,6,,,,,,,,,,,,,
11520,2145041,,浙江大学,广播电视学,3.71,3.56,3.71,87.1,3.71（20）,,,,,,,,,,,,,,,,,,,,,,,,,,
11521,2144933,,双非,城市规划,3.93,3.74,3.93,89.3,3.93/5,,,,,,,,,6.5,7,6.5,6,6,,,,,,,,,,,,,
11522,2145110,,双非,软件工程,,,,,4,特等 奖学金 一等 奖学金 每年 都 有 拿 大学 四年 参加 社团 校 社会工作 奖 等 也 拿 了 挺 多 大二 起 开始 做 项目 专业 项目 经验 两个 有 上线 在 用 作品 参加 过 软考 中级 软件 设计师 初级 程序员,,,,,,,,6,6.5,6.5,6,5.5,,,,,,,,,,,,,
11523,2145088,,江南大学,食品科学与工程,3.12,3.12,3.2,82,绩点3.12，均分82，排名82（共298人）,澳洲 三个 学校 都 是 有 十周 语言 班 的,,,,,,,,6.5,7.0,7.0,6.0,5.5,,,,,,,,,,,,,
11524,2145112,,Lehigh University,数学,3.5,3.5,3.65,86.5,86.5 GPA 3.5/4 年排前五,美赛 一等奖   美国 两个 大学生 数学 荣耀 学会 会员   实习 三个,,,,,,,,,,,,,98,29,22,22,25,,,,,710,51,34,
11525,2145132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11526,2145119,,211 & 985,信息管理与信息系统,2.24,3.14,3.22,82.24,82.24,,,,,,,,,6.5,7,6.5,6,5.5,,,,,,,,,,,,,
11527,2145113,,双非,软件工程,,,,,4,特等 奖学金 一等 奖学金 每年 都 有 拿 大学 四年 参加 社团 校 社会工作 奖 等 也 拿 了 挺 多 大二 起 开始 做 项目 专业 项目 经验 两个 有 上线 在 用 作品 参加 过 软考 中级 软件 设计师 初级 程序员,,,,,,,,6,6.5,6.5,6,5.5,,,,,,,,,,,,,
11528,2145130,,上海交通大学,日语,,,,,4.01/4.30,,,,,,,,,,,,,,,,,,,,,,,,,,
11529,2145046,,同济大学浙江学院,建筑学,3.72,3.56,3.72,87.2,3.72/5,,,,,,,,,6.5,6.5,6.5,5.5,6.5,,,,,,,,,,,,,
11530,2145138,,南开大学,,3.5,3.37,3.5,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,
11531,2145137,,University of Missouri,Information Technology,3.8,3.63,3.8,88.0,3.8/4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11532,2145156,,211,法学,3.27,3.18,3.27,82.7,3.27,一段 北京 朝阳区 法院 实习 一段 国际 志愿者 经历 一段 国际 咨询 公司 实习 经历 在 学校 有 做 外籍 教授 的 但 教授 不是 本 专业 的 除 不要 推荐信 其余 学校 都 提交 了 一封 国内 系主任 推荐信 一封 外籍 教授 推荐信 是 硬伤 语言 成绩 也 一般,,,,,,,,7,8.5,7.5,6,5.5,,,,,,,,,,,,,
11533,2145140,,上海外国语大学,国际经济与贸易；日语,3.65,3.5,3.65,86.5,3.65/4.0 (10%),去 哥大前 在读 过 一个         录取 全部 为 五年 全奖 其他                                                                                                       ’                     ’                                ,Film and Media Studies,3.92,3.74,3.92,89.2,3.92/4 (2/16),Columbia University,,,,,,110,28,28,27,27,333,165,168,4,,,,
11534,2145139,,211,数学,3.78,3.61,3.78,87.75,87.75   rank 3/71,有 一些 建模 奖 三个 水 实习 一个 两年 的 科研 还有 一个 从大 一到 现在 的 活动,,,,,,,,7,8,8,6.5,6,,,,,,,,,,,,,
11535,2145164,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机科学与技术,3.56,3.43,3.56,85.6,3.56,,,,,,,,,,,,,,96,25,26,20,25,323,153,170,3,,,,
11536,2145161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11537,2145174,,宁波诺丁汉大学,Chemical Engineering,,,,,英制分数，70+算一等学位，大二大三均分85，排名1/22,国家 奖学金 浙江省 奖学金  ,,,,,,,,,,,,,102,28,27,22,25,324,154,170,3.0,,,,
11538,2145143,,211 & 985,国际政治,3.99,3.8,3.99,89.9,3.99/4.0 (WES),两封 国内 教授 推荐信 两封 国外 教授 推荐信,,,,,,,,,,,,,106,27,28,23,28,324,156,168,3.5,,,,
11539,2145155,,211,机械工程及自动化,3.4,3.29,3.4,84,84/100,硕士 期间 拿 过国奖 两篇 一作 两篇 三作 三篇 一作 一篇 三作 一篇 核心 一作,机械电子工程,3.7,3.55,3.7,87,87/100,211,,,,,,91,25,23,22,21,317,150,167,3.5,,,,
11540,2145206,,211 & 985,社会学,,,,,,,,,,,,,,7,8.5,7.5,6,6,,,,,,322,155,167,3.5,,,,
11541,2145218,,985,统计,3.5,3.37,3.5,85.0,3.5/4,,,,,,,,,,,,,,,,,,,,,,,,,,
11542,2145168,,双非,会计学,3.5,3.37,3.5,85.0,3.5,四大 工作 四年 兼职 年 公司    ,,,,,,,,,,,,,,,,,,319,153,166,3.5,,,,
11543,2145235,,211,生物学,,,,,,,,,,,,,,7.5,8.5,7.5,7,7,,,,,,318,152,166,3.5,,,,
11544,2145213,,211 & 985,金融学,3.54,3.41,3.54,85.4,3.54,份 实习 三年 学习 类 奖学金 法国 交换 一年,,,,,,,,,,,,,100,27,24,23,26,,,,,82,51,31,
11545,2145233,,双非,信息管理与信息系统,3.68,3.6,3.76,87.6,WES-3.68；均分-87.6,经济学 双学位 均分 推荐信 为 经济学 教授 本校 本 专业 教授 + 大中华 北方 区 主席 实习 科研 还 比较 丰富 各有 三段 含金量 一般,,,,,,,,7.5,9,8.5,6.5,6,,,,,,,,,,700,51,32,
11546,2145248,,西南政法大学,法学,3.2,3.12,3.2,82.0,3.2,两年 多 基层工作 经验 … … 两个 法院 实习 一个 律所 实习 吧 啦 啦 啦,,,,,,,,6.5,8.0,6.0,5.5,6.5,,,,,,,,,,,,,
11547,2145238,,清华/北大/中科大,,,,,,,,,,,,,,清华/北大/中科大,,,,,,108,29,29,26,24,320,150,170,3,,,,
11548,2145242,,双非,会计学,3.85,3.68,3.85,88.5,88.5,水 实习 两个 会计师 事务所 银行 小 奖 一堆 证书 一堆 月 号 申月 号 推研 今天 来 正式,,,,,,,,7,7.5,7.5,6,6,,,,,,,,,,,,,
11549,2145267,,双非,Chemistry,,,,,2/41,,,,,,,,,,,,,,,,,,,323,,,3.0,,,,
11550,2145260,,211 & 985,机械,3.9,3.72,3.9,89,89 （5%）,,机械,,,,,,211 & 985,,,,,,,,,,,,,,,,,,
11551,2145269,,海外本科,社会学经济学,3.80,3.63,3.8,88.0,3.80+/4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11552,2145244,,211,会计学,3.3,3.2,3.3,83,83/100,三 实习 一 交换 其余 和 大家 的 标配 大同小异 小异 就是 没有 奖学金 没有 科研,,,,,,,,,,,,,,,,,,,,,,,,,
11553,2145271,,211,统计,3.5,3.37,3.5,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,
11554,2145295,,211,法学,,,,,AA,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
11555,2145284,,211 & 985,国际关系,3.4,3.29,3.4,84,84,,,,,,,,,7.5,9,8,6,6,,,,,,,,,,,,,
11556,2145272,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,软件工程,3.6,3.46,3.6,86,Overall: 86/100  Major:89/100,校奖 两份 国内 普通 实习 项目 若干,,,,,,,,,,,,,102,29,25,23,25,321,151,170,3.5,,,,
11557,2145306,,211,化学,3.72,3.56,3.72,87.2,3.72／4   1/156,一篇 二作 一篇 四作   一篇 会议 二作   还有 一篇 综述   申请 交了 之后 收到 消息 悲剧 了 在 加拿大 一个 工科 实验室 干过 一段时间,,,,,,,,,,,,,106,29,27,22,28,323,155,168,4,,,,
11558,2145304,,双非,广告学,,,,,,  独作 一篇 二作 一篇 地区性 会议 论文 若干 一年 多   教课 经历 三封 系里 教授 的 推荐信 无 牛腿 用 的 是 两年 前 的 托福 重考 了 但 有 的 学校 了 所以 像 康奈尔 和 宾州 州立 也 没用 上,Communication,4.0,3.81,4.0,90.0,4.0,Clemson University,,,,,,113,29,28,28,28,321,156,165,3.0,,,,
11559,2145302,,苏州大学,纳米材料与技术,3.7,3.55,3.7,87.0,3.7/4.0,,,,,,,,,7.5,9,9,6,6.5,,,,,,325,155,170,3.5,,,,
11560,2145308,,211非985,化学,3.72,3.56,3.72,87.2,3.72／4   1/156,,,,,,,,,,,,,,106,29,27,22,28,323,155,168,4,,,,
11561,2145278,,双非,,3.3,3.2,3.3,83.0,3.3,校级 奖学金 个 校级 比赛 奖项 个 校级 先进 ／ 称号 若干 各类 技能 证书 若干 知名 互联网 公司 实习 银行 实习 较水 的 志愿 经历 有 科研 经历 但是 没有 论文 发表 科研 内容 和 申请 的 专业 完全 不 相关,,,,,,,,6.5,7,6.5,5.5,6.5,,,,,,,,,,,,,
11562,2145338,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,临床,2.98,2.93,2.98,79.8,2.98/4 WES 3.26,沉迷 手术室   只有 本科 水 挂名 本科 基础 教授 推 研究生 临床 教授 推 美国 暑期 交流 文科 教授 推 和 统计 完全 不 沾边,外科,2.58,2.58,2.58,75.8,2.58/3,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,,,,106,30,30,23,23,325,158,167,3,,,,
11563,2145317,,中国政法大学,法学/经济学,,,,,,,,,,,,,,,,,,,104,29,23,24,28,,,,,,,,
11564,2145337,,双非,公共管理,3.89,3.71,3.89,88.9,3.89/5.0,,Global Studies,3.63,3.49,3.63,86.3,3.63/4.0,Brandeis University,,,,,,103,28,26,23,26,326,158,168,3.0,,,,
11565,2145332,,２１１,经济统计学,3.79,3.62,3.79,87.9,87.9,三个 数模 比赛 经历 一个 互联网 商务 大赛 经历 校 统计 协会 副会长 工行 实习,,,,,,,,,,,,,,,,,,,,,,,,,
11566,2145342,,北京大学,法学,,,,,Top 2%,有哥 大 法学院 半年 的 交换 经历 实习 和 其他 的 个人 认为 只能 算 一般,,,,,,,,,,,,,,,,,,,,,,,,,175.0
11567,2145343,,211 & 985,,3.66,3.51,3.66,86.6,3.66/4.0,学习 类 奖学金 两份 水 实习 交换 一 学期 不怎么 相关 的 创业 类 比赛 国挑 无,,,,,,,,,,,,,,,,,,321,151,170,3,710,51,34,
11568,2145346,,985,传播学,,,,,,,,,,,,,,7.0,8.5,7.0,7.0,6.0,,,,,,,,,,,,,
11569,2145345,,211,生物技术,3.05,2.99,3.05,80.5,80.5,创新性 实验 香港 交流 一份 实习 三下乡,,,,,,,,6.5,7,7,5.5,6,,,,,,,,,,,,,
11570,2145357,,苏州大学,知识产权,3.6,3.46,3.6,86.0,3.6/4,,,,,,,,,6.5,7.5,6,6,6,,,,,,,,,,,,,
11571,2145372,,211 & 985,自动化,,,,,30%,非法 本   普通 内所 工作 年   正式 执业 年,,,,,,,,,,,,,,,,,,,,,,,,,
11572,2145356,,211 & 985,城市规划,3.5,3.37,3.5,85,85,一篇 论文,,,,,,,,,,,,,,,,,,,,,,,,,
11573,2145353,,双非,水文与水资源工程,2.1,2.17,2.1,71,4.7/5.0  1/71,,水文水环境,3.58,3.44,3.58,85.78,85.78,211,6.5,7.5,7,6,5.5,,,,,,,,,,,,,
11574,2145358,,北京大学,药学,3.58,3.44,3.58,85.8,3.58,,,,,,,,,7,8.5,7.5,5.5,6.6,,,,,,,,,,,,,
11575,2145368,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机,3.82,3.65,3.82,88.2,3.82、2/137,我软 背景 不是 很强 后面 我 老师 给 我 编 了 一些 内容 上去 项目 的话 大多 也 是 自己 的 专业课 这种,,,,,,,,,,,,,106,30,27,22,27,332,162,170,3.5,,,,
11576,2145370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11577,2145401,,北京师范大学,社会工作,3.7,3.55,3.7,87,87,,,,,,,,,7,9,7,5.5,6,,,,,,,,,,,,,
11578,2145377,,211,生物科学,3.5,3.37,3.5,85.0,3.5（WES）,一段 科研 一段 实习 有 奖学金,,,,,,,,,,,,,96,26,27,18,25,314,146,168,2.5,,,,
11579,2145389,,211,广电编,3.71,3.56,3.71,87.1,3.71 rank 2,在 瑞典 的 传播学 项目 交换 过 一 学期 有 一篇 定量 研究 的 论文 每年 拿 奖学金 和 荣誉 校 广播台 的 节目 责编 人民网 时尚 芭莎 浙江 卫视 等 实习 当当网 工作 经验 中国 瑞典 论坛 媒体 市场部 经理 兼职,,,,,,,,7.5,8.5,8.5,6.5,6,,,,,,,,,,,,,
11580,2145393,,双非,审计学,3.26,3.17,3.26,82.6,3.26/4,三段 实习 两段 社团 经历,,,,,,,,6.5,8,6.5,5.5,6,,,,,,,,,,640,50,27,
11581,2145414,,清华/北大/中科大,药学 Pharmaceutical Science,3.5,3.37,3.5,85,85/100,无 论文 科研 经历 两年 半大 三下 美国 暑研 两个 月 工业界 研发 实习 两段,,,,,,,,,,,,,104,27,28,23,26,320,150,170,3.0,,,,
11582,2145423,,211,法学,3.47,3.35,3.47,84.7,3.47,一篇 水 论文 两个 律所 实习 一个 法院 一个 会计师 事务所 金融 双学位,,,,,,,,,,,,,95,25,27,23,20,,,,,,,,
11583,2145432,,双非一本,汉语言文学,3.76,3.6,3.76,87.64,87.64,无 论文 两个 水 实习 一个 牛 推 作品集,,,,,,,,6.5,7.5,6.5,6,5.5,,,,,,,,,,,,,
11584,2145418,,211,英语翻译,3.54,3.46,3.6,86,3.54/4 （86）,实习 互联网 新 媒体 电影 传媒 公司 品牌 市场部 快 消强 品牌 咨询 公司 部门 学生 活动 校级 社团 创新 创业 传媒 工作室 成员 共青团 外宣 组织 组成员 学联 宣传部 学生会 文艺部 等 个 奖学金 几个 小 奖 一些 志愿者 活动 中 提到 了 一下 英国 留基委 公费 交换 学期 推荐信 副 院长 + 电影 公司   基本 这些 啦 供 大家 参考 ～,,,,,,,,7.5,8.5,8,7,6,,,,,,,,,,,,,
11585,2145437,,鸭大,行政管理,3.7,3.55,3.7,87,87/100,,,,,,,,,,,,,,,,,,,,,,,,,,
11586,2145408,,双非,制药工程,3.6,3.46,3.6,86.0,3.6/4,一篇 一作 处于   四篇 其他 作者 还有 两篇 其他 作者   奖学金 若干 推荐信 五封 硕导 本科 导师 的 一位 教授 法国 一个 独立 研究所 的 以及 申 的 学校 的,药理学,3.6,3.46,3.6,86.0,3.6/4,清华/北大/中科大,,,,,,106,29,29,23,25,321,157,164,3.5,,,,
11587,2145449,,211,纺织工程,3.8,3.63,3.8,88.0,3.8/4,一篇 一篇 几次 国际 经历 实习 什么 的 其实 和 申请 的 化工 没有 什么 关系 申请 的 时候 也 挺 虚 的,纺织材料与纺织品设计,4.0,3.98,4.2,92,92/100,211,8,8.5,9,7.5,6.5,,,,,,326,156,170,3.5,,,,
11588,2145445,,211,高分子材料,3.5,3.37,3.5,85.0,3.5/4,,材料学,3.6,3.46,3.6,86.0,3.6/4,211,,,,,,,,,,,,,,,,,,
11589,2145455,,双非,物联网工程,3.99,3.8,3.99,89.9,89.9/100、排名1/50,,,,,,,,,,,,,,91,26,21,22,22,,,,,,,,
11590,2145463,,雙非二本,英語（新聞傳媒）,3.72,3.59,3.75,87.48,3.72/5.0  87.48/100 (排名1/65),學校 一等 獎獎 學金次 二等 獎次 優秀 畢業生 優秀學士 優秀 青年 志愿者 次 通過 - - 校 青年 志愿者 行動 指導 中心 宣傳 部副 部長 組織 并 參加校 內 外志願者 活動 參加過 展翅 項目 和 大 創項 目省級 期刊 發表論 文篇 在 個 公司 實習 過年 半 的 時間 其中 一個 是 國企   現在 在 實習 的 國企 工作 半年   背景 真的 很 差感 謝收 了 我 終于 可以 進 我 最愛的 圖書館   智華館,,,,,,,,6.5,6.5,7,5.5,6,,,,,,,,,,,,,
11591,2145454,,清华/北大/中科大,日语,3.63,3.49,3.63,86.3,3.63/4,,,,,,,,,8,9,8.5,7.5,7,,,,,,,,,,,,,
11592,2145460,,211 & 985,工商管理,3.4,3.29,3.4,84,84,,,,,,,,,7,8.5,6.5,6,6,,,,,,,,,,,,,
11593,2145456,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,GIS,,,,,4.48/5,,,,,,,,,,,,,,,,,,,,,,,,,,
11594,2145469,,清华/北大/中科大,基础医学,3.21,3.12,3.21,82.1,3.21,一篇 一作 论文 再 投篇 参与 再 投 一篇 参与 综述 发表 篇作 论文 发表 毕业 后 一年 在 哈佛 访学 哈佛 年轻 推荐信 国内 老板 强推,,,,,,,,,,,,,104,30,27,20,27,323,155,168,3.0,,,,
11595,2145468,,211,英语系,3.58,3.44,3.58,85.8,3.58/4,实习 广告公司       四个 月     德企     三个 月     创业 互联网 公司     一年 创业 一个 文创 项目 两年 学生 活动 学生会 文艺部 副部     校媒 管理层   没有 奖学金 和 其他 奖有 整理 一个 平面设计 的 作品集,,,,,,,,7.5,8.5,8.5,6,6.5,,,,,,,,,,,,,
11596,2145464,,211 & 985,数学与应用数学,3.9,3.72,3.9,89,89,,,,,,,,,,,,,,97,29,27,20,21,,,,,,,,
11597,2145481,,211 & 985,英语与法学,3.6,3.46,3.6,86,86+ AA,给 了 第一个 而且 最近 几年 排名 下滑 厉害 所以 其实 大 概率 不 回去 发出 来供 大家 参考 吧,,,,,,,,,,,,,112,30,30,24,28,,,,,,,,167.0
11598,2145479,,双非,历史学,,,,,4.38/5  年级第二,两篇 省级 刊物 论文 校级 研究课题 省级 报社 实习 奖学金 一二 等 若干 学校 官媒 副主编,,,,,,,,6.5,7,6.5,6,6.5,,,,,,,,,,,,,
11599,2145489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,2145483,,双非,生态学,3.7,3.55,3.7,87,87/100 2/35,一个 二作 软著 一个 国际 竞赛 纪念奖 一篇 一作水 会议 摘要 一偏 二作水 论文 加拿大 交换 一年,,,,,,,,6.5,7,5.5,6.5,6,,,,,,,,,,,,,
11601,2145471,,211,农学,3.3,3.2,3.3,83,83/100,俩 科研单位 实习 一个 中文 核心 水二作 剩下 就是 水奖 几个 和 零碎 水 实习,,,,,,,,6.5,7,7.5,5.5,6,,,,,,,,,,,,,
11602,2145503,,Lafayette College,chemical engineering,3.91,3.73,3.91,89.1,3.91/4.0,美本 大 一 暑假 开始 进 实验室 到 现在 五段 化学 基础课 助教                     第一名 一篇 二作,,,,,,,,,,,,,111,28,29,24,30,325,157,168,4,,,,
11603,2145498,,双非,化学工程与工艺,3.1,3.03,3.1,81,81,两段 研究 经历 美帝 暑校 校内 水奖 若干 无 论文 无牛 推,,,,,,,,6.5,6..5,6.5,6.5,6,,,,,,,,,,,,,
11604,2145491,,,法学,3.71,3.56,3.71,87.1,3.71,外研社 杯 英语 辩论 三等 新加坡 南洋 理工 交换 学习 南洋 理工 创新 创业 比赛 一等奖 巴基斯坦政府 学院 冬季 访学 国内 律所 实习 经历 司考 未过,,,,,,,,7,8.5,8,6,6,,,,,,,,,,,,,
11605,2145494,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,统计,3.2,3.12,3.2,82.0,3.2/4,,,,,,,,,,,,,,98,28,23,22,25,318,149,169,3.5,,,,
11606,2145510,,211&985,经济,,,,,,,经济,,,,,,211&985,,,,,,,,,,,,,,,,,,
11607,2145506,Chemistry（化学）                    53,211 & 985,,,,,,16/241， 4.45/5,,,,,,,,,,,,,,112,30,30,26,26,315,151,164,3.5,,,,
11608,2145500,,Hong Kong Baptist University,B.B.A. (Hons) in Applied Economics,3.04,2.98,3.04,80.4,3.04/4,,Research master in economics,-3.31,-2.49,-3.31,16.93,16.93/20,Universite catholique de Louvain,,,,,,,,,,,319,150,169,3.5,,,,
11609,2145522,,211 & 985,Chemistry,3.46,3.34,3.46,84.56,84.56,+ 混申,Biology,3.4,3.29,3.4,84.0,3.4/4.0,中科院,7.5,8.5,8.0,6.5,6.0,,,,,,323,157,166,3.0,,,,
11610,2145488,Chemistry（化学）                    880,211 & 985,,3.76,3.6,3.76,87.6,3.76/4.0  1/36,,,,,,,,,,,,,,102,27,27,22,26,322,152,170,3.5,,,,
11611,2145536,,211 & 985,辅修法学,3.8,3.63,3.8,88.0,3.8/4.0,交换 半年 法律援助 经历 水 实习 三个 无 科研 论文 一次 国际 模拟 法庭 内所 合伙人 推荐信 学校 外籍 教授 推荐信,,,,,,,,,,,,,107,29,30,23,25,,,,,,,,
11612,2145534,,211 & 985,金融工程,,,,,3.92/4.5,,,,,,,,,,,,,,108,29,29,22,28,324,156,168,3.5,,,,
11613,2145538,,清华/北大/中科大,国际政治经济学,,,,,,一段 美国 智库 实习 经历 一 学期 一段 研究生 期间 经历 一 学期 三封 推荐信 均 为 美国 读书 时 的 老师 其中 一封 是 做 时 的 教授 国内 智库 正式 工作 经历 一年 三次 参会 经历,International Affairs,3.92,3.74,3.92,89.2,3.92,The George Washington University,,,,,,113,29,28,27,29,,,,,,,,
11614,2145546,,211,英语,3.6,3.46,3.6,86.0,3.6/4.0,,法律,3.6,3.46,3.6,86,86/100,清华/北大/中科大,,,,,,110,27,27,29,27,,,,,,,,
11615,2145542,Chemistry（化学）                    860 (91%),南方科技大学,Chemistry,3.92,3.74,3.92,89.2,"3.92/4.00, 1/54",一篇 三作 文章 在 投 三封 国内 普通 推,,,,,,,,,,,,,,,,,,,,,,,,,
11616,2145548,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,广播电视学,3.74,3.58,3.74,87.4,87.4,两段 实习 报社 实习 记者 某大 互联网 公司 新 媒体 学工 校官 博 主页 君校 会 副 主席 大型 活动 志愿者 奖 专业 奖学金 某 学工 奖学金 大广赛 小奖 其他 全国 和 市级 小 比赛 小 奖 中文 和 城 大都 是 月 中 申请 中文 排序 信 推研 城大号 直接 下 了,,,,,,,,6.5,7.5,6.5,6.0,5.5,,,,,,,,,,,,,
11617,2145537,,211,信息安全,3.46,3.34,3.46,84.6,3.46/4,,,,,,,,,6.5,7,6.5,5.5,6,,,,,,,,,,,,,
11618,2145559,,manchester,international management,,,,,2:1,,,,,,,,,,,,,,,,,,,,,,,,,,
11619,2145554,,211,地理信息科学,3.5,3.37,3.5,85,85,学生 干部 组织 活动 三年 奖学金 各种 大赛 创新 项目 专业 实习 等,,,,,,,,,,,,,,,,,,,,,,,,,
11620,2145549,,中国政法大学,法学,,,,,4.47/6.5,法院 律所 实习 没有 发表 过 论文 三封 推荐信 研究生 导师 律所 合伙人 法官 获过 国家 奖学金 和 另外 一个 比较 重要 的 奖学金,,,,,,4.47/6.5,211,,,,,,107,29,27,26,25,,,,,,,,
11621,2145608,Chemistry（化学）                    800,211 & 985,化学,3.45,3.33,3.45,84.5,3.45/4/3,篇 一篇 好 的 二区 一作 一篇 挫 的 二区 一作 一篇 一区 五作 一篇 中文 一作,化学,3.82,3.65,3.82,88.21,88.21/100,211 & 985,,,,,,96,26,24,22,24,313,145,168,3.5,,,,
11622,2145576,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,新闻学,3.4,3.29,3.4,84.0,3.4,份 实习 媒体 互联网 公司 + 支教 社会 实践 + 校级 奖学金,,,,,,,,7,7.5,7.5,6,6.5,,,,,,,,,,,,,
11623,2145618,,南京航空航天大学,EE,4.0,3.81,4.0,90.0,4.0,,,,,,,,,,,,,,104,28,27,23,26,325,155,170,3.5,,,,
11624,2145624,,211 & 985,土木工程,4.0,3.89,4.09,90.94,"90.94/100, Top 1%",篇 一作 篇 其他 作者 国际 会议 篇本 硕共次 国奖 其他 奖学金 及 荣誉 接近 项有 半年 出国 交流 经历 目前 在 等 美国 的 学校,建筑与土木工程,,,,,,211 & 985,,,,,,,,,,,320,,,3,,,,
11625,2145627,,武汉理工大学,船舶与海洋工程,3.3,3.2,3.3,83,83,,,,,,,,,6.5,6.5,7,5.5,6,,,,,,,,,,,,,
11626,2145645,,211,法学,3.76,3.6,3.76,87.6,3.76,工作 党,,,,,,,,,,,,,111,29,28,27,27,,,,,,,,
11627,2145651,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Plant Science,,,,,,,,,,,,,,,,,,,99,25,28,22,24,317,148,169,3,,,,
11628,2145631,,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机科学与技术,3.3,3.2,3.3,83,83/100 + 15/78,一篇 水会 美赛 奖校 奖水 实习 大型 社会活动 志愿 服务 校 学生会 副 主席 这里 应该 没用 嘻嘻,,,,,,,,7,7.5,7.5,6.0,6.5,,,,,,317,148,169,3.5,,,,
11629,2145675,,211 & 985,材料科学与工程,3.62,3.47,3.62,86.15,86.15/100,科研 经历 一年 蹭 了 几篇 影响 因子 很 高 的 论文 的 二作 三作 没有 一作,,,,,,,,,,,,,101,27,25,23,26,,,,,,,,
11630,2145673,,双非,Financial Mathematics,3.69,3.54,3.69,86.9,3.69,,,,,,,,,,,,,,101,25,26,23,27,318,156,162,3.0,,,,
